id,X,Y,LGA_NAME21
"1559",208332.926,5706747.230,Colac Otway
"1560",194617.895,5765430.238,Colac Otway
"1561",175325.631,5715757.361,Colac Otway
"1562",178047.329,5719917.310,Colac Otway
"1563",212906.380,5726960.269,Colac Otway
"1564",210148.195,5763568.538,Colac Otway
"1565",190518.437,5764959.002,Colac Otway
"1566",210995.544,5708103.658,Colac Otway
"1567",211722.614,5744463.929,Colac Otway
"1568",189655.582,5707566.388,Colac Otway
"1569",202633.672,5720709.868,Colac Otway
"1570",225484.269,5729121.765,Colac Otway
"1571",220696.771,5761186.031,Colac Otway
"1572",212005.139,5779138.048,Colac Otway
"1573",216174.100,5751757.823,Colac Otway
"1574",197526.281,5731335.830,Colac Otway
"1575",227314.827,5719889.943,Colac Otway
"1576",195630.700,5736363.010,Colac Otway
"1577",194354.446,5759345.033,Colac Otway
"1578",214798.296,5778819.000,Colac Otway
"1579",178991.467,5738151.966,Colac Otway
"1580",203293.558,5756906.774,Colac Otway
"1581",200105.785,5742764.755,Colac Otway
"1582",217525.882,5751854.377,Colac Otway
"1583",210817.389,5772040.450,Colac Otway
"1584",196969.597,5722134.810,Colac Otway
"1585",220943.612,5746247.366,Colac Otway
"1586",198114.767,5772993.274,Colac Otway
"1587",212562.377,5737833.077,Colac Otway
"1588",212924.068,5731858.309,Colac Otway
"1589",179517.678,5706385.807,Colac Otway
"1590",197315.741,5720421.513,Colac Otway
"1591",218286.427,5777134.822,Colac Otway
"1592",214235.038,5746971.253,Colac Otway
"1593",208427.871,5779756.840,Colac Otway
"1594",209193.556,5728338.108,Colac Otway
"1595",209490.420,5738265.472,Colac Otway
"1596",204983.288,5715899.753,Colac Otway
"1597",211843.617,5725138.184,Colac Otway
"1598",222204.213,5737058.480,Colac Otway
"1599",214500.325,5756002.244,Colac Otway
"1600",151502.396,5762183.784,Corangamite
"1601",187702.537,5797410.150,Corangamite
"1602",141194.258,5747963.963,Corangamite
"1603",181991.140,5791634.680,Corangamite
"1604",170495.473,5749699.896,Corangamite
"1605",183139.551,5755838.042,Corangamite
"1606",146376.952,5720481.823,Corangamite
"1607",161034.764,5766794.948,Corangamite
"1608",169973.924,5804424.093,Corangamite
"1609",168955.155,5813329.218,Corangamite
"1610",163423.692,5816472.156,Corangamite
"1611",170121.901,5766610.555,Corangamite
"1612",182921.321,5770910.791,Corangamite
"1613",181453.359,5805835.515,Corangamite
"1614",184923.316,5789055.080,Corangamite
"1615",171743.723,5759559.327,Corangamite
"1616",137802.970,5762100.109,Corangamite
"1617",169203.027,5709501.435,Corangamite
"1618",180641.612,5794330.824,Corangamite
"1619",151423.557,5752636.621,Corangamite
"1620",156604.385,5754465.796,Corangamite
"1621",175753.928,5730944.704,Corangamite
"1622",158805.311,5734720.661,Corangamite
"1623",164178.675,5808017.853,Corangamite
"1624",137805.286,5762414.019,Corangamite
"1625",140363.304,5763459.003,Corangamite
"1626",163869.050,5800873.867,Corangamite
"1627",166545.920,5716012.164,Corangamite
"1628",136497.294,5760533.036,Corangamite
"1629",172069.724,5773334.123,Corangamite
"1630",173265.506,5750946.985,Corangamite
"1631",195075.499,5783044.346,Corangamite
"1632",182519.709,5757585.136,Corangamite
"1633",150868.186,5759310.461,Corangamite
"1634",204019.852,5790565.825,Corangamite
"1635",155790.758,5716505.317,Corangamite
"1636",170799.748,5752472.525,Corangamite
"1637",147011.982,5750364.356,Corangamite
"1638",147829.717,5743899.130,Corangamite
"1639",163605.863,5797493.029,Corangamite
"1640",160364.237,5734016.254,Corangamite
"1641",166943.502,5738824.167,Corangamite
"1642",145551.594,5719144.575,Corangamite
"1643",157694.823,5760128.420,Corangamite
"1644",165955.563,5804619.186,Corangamite
"1645",187939.568,5767787.071,Corangamite
"1646",150263.683,5740886.741,Corangamite
"1647",187154.852,5800083.038,Corangamite
"1648",181741.468,5761184.817,Corangamite
"1649",175254.971,5762695.965,Corangamite
"1650",161439.146,5750418.289,Corangamite
"1651",165401.592,5801691.639,Corangamite
"1652",177156.970,5792115.338,Corangamite
"1653",179815.129,5803410.453,Corangamite
"1654",169144.393,5731384.111,Corangamite
"1655",145925.911,5723384.044,Corangamite
"1656",144154.081,5718012.738,Corangamite
"1657",173033.218,5721802.085,Corangamite
"1658",195127.339,5793658.636,Corangamite
"1659",170274.679,5738152.148,Corangamite
"1660",160947.548,5743403.103,Corangamite
"1661",152997.564,5732422.988,Corangamite
"1662",167944.531,5767000.210,Corangamite
"1663",169423.249,5724283.511,Corangamite
"1664",201724.449,5778620.504,Corangamite
"1665",155956.477,5743923.627,Corangamite
"1666",179794.319,5777440.199,Corangamite
"1667",183864.387,5805016.412,Corangamite
"1668",136728.153,5753269.568,Corangamite
"1669",169937.860,5737291.232,Corangamite
"1670",157354.805,5760071.365,Corangamite
"1671",173118.210,5708851.351,Corangamite
"1672",158854.863,5785870.913,Corangamite
"1673",167907.164,5813708.910,Corangamite
"1674",141167.231,5762530.733,Corangamite
"1675",162020.305,5775814.700,Corangamite
"1676",195377.423,5781562.723,Corangamite
"1677",172440.850,5781560.052,Corangamite
"1678",141277.111,5735067.866,Corangamite
"1679",163151.185,5794852.888,Corangamite
"1680",201024.319,5784230.818,Corangamite
"1681",178386.885,5821366.152,Corangamite
"1682",157634.704,5801648.842,Corangamite
"1683",185796.458,5759067.296,Corangamite
"1684",183530.037,5760182.011,Corangamite
"1685",160782.377,5753756.764,Corangamite
"1686",159999.583,5746827.581,Corangamite
"1687",142366.349,5721909.528,Corangamite
"1688",162908.855,5812309.916,Corangamite
"1689",157431.798,5760052.619,Corangamite
"1690",179505.038,5765457.618,Corangamite
"1691",168928.125,5779998.752,Corangamite
"1692",174092.966,5750454.690,Corangamite
"1693",180518.546,5778886.769,Corangamite
"1694",174354.663,5737448.580,Corangamite
"1695",142577.210,5761301.490,Corangamite
"1696",160809.073,5812871.966,Corangamite
"1697",157406.370,5760513.665,Corangamite
"1698",154970.102,5744305.966,Corangamite
"1699",177029.614,5728254.867,Corangamite
"1700",325930.175,5824072.407,Darebin
"1701",326131.521,5820241.864,Darebin
"1702",325559.613,5818076.532,Darebin
"1703",324585.144,5821663.895,Darebin
"1704",325181.771,5825439.415,Darebin
"1705",322693.634,5817778.915,Darebin
"1706",324614.517,5818592.943,Darebin
"1707",324506.681,5825309.933,Darebin
"1708",325978.431,5819236.473,Darebin
"1709",324485.789,5817377.302,Darebin
"1710",324279.008,5821066.277,Darebin
"1711",324286.699,5824312.046,Darebin
"1712",323660.513,5821489.711,Darebin
"1713",327853.975,5823789.352,Darebin
"1714",325022.621,5822002.052,Darebin
"1715",325892.001,5819099.947,Darebin
"1716",322660.889,5824164.036,Darebin
"1717",325868.604,5817877.426,Darebin
"1718",325785.076,5820134.451,Darebin
"1719",326879.862,5824192.027,Darebin
"1720",323761.046,5826153.799,Darebin
"1721",322426.685,5820484.148,Darebin
"1722",326390.039,5823931.949,Darebin
"1723",323375.595,5816323.649,Darebin
"1724",326386.964,5821183.422,Darebin
"1725",326766.554,5822273.461,Darebin
"1726",326138.494,5822263.647,Darebin
"1727",323695.821,5823913.325,Darebin
"1728",324216.930,5823243.640,Darebin
"1729",327960.394,5823161.080,Darebin
"1730",325167.511,5821708.448,Darebin
"1731",325296.008,5824847.606,Darebin
"1732",329909.374,5824144.503,Darebin
"1733",329741.217,5824162.233,Darebin
"1734",326114.193,5818018.081,Darebin
"1735",328216.027,5823617.713,Darebin
"1736",322370.625,5819639.474,Darebin
"1737",327676.224,5824477.078,Darebin
"1738",327228.636,5823812.218,Darebin
"1739",326641.490,5824574.758,Darebin
"1740",329012.982,5824622.291,Darebin
"1741",327932.344,5824345.486,Darebin
"1742",325657.204,5822795.247,Darebin
"1743",324604.793,5816618.947,Darebin
"1744",323749.620,5821666.490,Darebin
"1745",326543.448,5822691.896,Darebin
"1746",327203.992,5823775.333,Darebin
"1747",323040.370,5824640.707,Darebin
"1748",324387.482,5824881.291,Darebin
"1749",325288.728,5819276.256,Darebin
"1750",328097.763,5825085.859,Darebin
"1751",330125.215,5824710.555,Darebin
"1752",324992.558,5821089.041,Darebin
"1753",326411.847,5821691.549,Darebin
"1754",323028.365,5823952.020,Darebin
"1755",324156.827,5824152.732,Darebin
"1756",327330.605,5823853.372,Darebin
"1757",327271.755,5824655.969,Darebin
"1758",324228.803,5824083.579,Darebin
"1759",323429.319,5823053.580,Darebin
"1760",326239.077,5821352.179,Darebin
"1761",323657.284,5822486.879,Darebin
"1762",323517.453,5820491.971,Darebin
"1763",324424.343,5820297.376,Darebin
"1764",324635.680,5824650.124,Darebin
"1765",323334.544,5821961.939,Darebin
"1766",323363.858,5821007.187,Darebin
"1767",324677.677,5824498.036,Darebin
"1768",323114.277,5823098.723,Darebin
"1769",327136.880,5823524.552,Darebin
"1770",325320.993,5821279.762,Darebin
"1771",322348.794,5825810.350,Darebin
"1772",324199.529,5820287.200,Darebin
"1773",322710.362,5825128.093,Darebin
"1774",324191.867,5818788.130,Darebin
"1775",329617.545,5823877.043,Darebin
"1776",323228.943,5816700.231,Darebin
"1777",328464.539,5823653.379,Darebin
"1778",324444.711,5821745.538,Darebin
"1779",327912.618,5825434.618,Darebin
"1780",327494.388,5823014.960,Darebin
"1781",325041.280,5824087.595,Darebin
"1782",323144.616,5817140.399,Darebin
"1783",327517.993,5824557.972,Darebin
"1784",328101.754,5823889.629,Darebin
"1785",326344.208,5821962.108,Darebin
"1786",323821.482,5821283.207,Darebin
"1787",322870.825,5818572.102,Darebin
"1788",326622.202,5824238.020,Darebin
"1789",324905.852,5825408.935,Darebin
"1790",322236.365,5823572.314,Darebin
"1791",322891.322,5820465.667,Darebin
"1792",324665.953,5818897.295,Darebin
"1793",326595.336,5824221.145,Darebin
"1794",322968.174,5823298.613,Darebin
"1795",326595.986,5820879.171,Darebin
"1796",323903.137,5825739.263,Darebin
"1797",323194.432,5826300.549,Darebin
"1798",325674.131,5819126.699,Darebin
"1799",324590.171,5819879.069,Darebin
"1800",685479.495,5841034.031,East Gippsland
"1801",678798.745,5863384.712,East Gippsland
"1802",556734.700,5832570.366,East Gippsland
"1803",676998.299,5870386.007,East Gippsland
"1804",620169.144,5860528.682,East Gippsland
"1805",707902.050,5820848.207,East Gippsland
"1806",632099.454,5838934.272,East Gippsland
"1807",559917.822,5839728.021,East Gippsland
"1808",585530.429,5845237.111,East Gippsland
"1809",607031.404,5886265.725,East Gippsland
"1810",541350.523,5807226.797,East Gippsland
"1811",545727.275,5827684.620,East Gippsland
"1812",722879.240,5827381.220,East Gippsland
"1813",569689.696,5817659.028,East Gippsland
"1814",616757.381,5845192.673,East Gippsland
"1815",558499.897,5881109.728,East Gippsland
"1816",523510.277,5830462.396,East Gippsland
"1817",634907.867,5902235.274,East Gippsland
"1818",583108.721,5941855.173,East Gippsland
"1819",559922.779,5931790.803,East Gippsland
"1820",528396.827,5909895.536,East Gippsland
"1821",558635.973,5832343.885,East Gippsland
"1822",543069.939,5836515.813,East Gippsland
"1823",633532.020,5866168.322,East Gippsland
"1824",640572.039,5828423.795,East Gippsland
"1825",528455.097,5916943.640,East Gippsland
"1826",539593.553,5841282.351,East Gippsland
"1827",598459.593,5906287.924,East Gippsland
"1828",600635.484,5814652.339,East Gippsland
"1829",570006.689,5908297.721,East Gippsland
"1830",671444.187,5841851.904,East Gippsland
"1831",580706.806,5844876.866,East Gippsland
"1832",674020.644,5873179.662,East Gippsland
"1833",581892.100,5940474.859,East Gippsland
"1834",588991.432,5849180.441,East Gippsland
"1835",571120.381,5854829.495,East Gippsland
"1836",537214.654,5915363.974,East Gippsland
"1837",657516.418,5900009.461,East Gippsland
"1838",591065.962,5899172.018,East Gippsland
"1839",606068.779,5837119.856,East Gippsland
"1840",586185.239,5893010.385,East Gippsland
"1841",625358.673,5894365.586,East Gippsland
"1842",655781.131,5817283.748,East Gippsland
"1843",641086.625,5874852.707,East Gippsland
"1844",668110.188,5843679.241,East Gippsland
"1845",660519.290,5883364.538,East Gippsland
"1846",663030.255,5857388.847,East Gippsland
"1847",671191.834,5824048.344,East Gippsland
"1848",594248.825,5874092.320,East Gippsland
"1849",599924.450,5821954.371,East Gippsland
"1850",668177.345,5853733.699,East Gippsland
"1851",615114.699,5866703.533,East Gippsland
"1852",587420.333,5811184.763,East Gippsland
"1853",602090.272,5905453.255,East Gippsland
"1854",568239.396,5801129.305,East Gippsland
"1855",598839.781,5836868.438,East Gippsland
"1856",756234.791,5845102.833,East Gippsland
"1857",573082.615,5872300.561,East Gippsland
"1858",647190.500,5855640.957,East Gippsland
"1859",616938.913,5845798.672,East Gippsland
"1860",733444.314,5834746.629,East Gippsland
"1861",601644.118,5919652.533,East Gippsland
"1862",557827.136,5797082.917,East Gippsland
"1863",597099.292,5906513.126,East Gippsland
"1864",702271.374,5862813.257,East Gippsland
"1865",613757.343,5882241.144,East Gippsland
"1866",708231.368,5828815.727,East Gippsland
"1867",540739.705,5916385.350,East Gippsland
"1868",678142.500,5856382.854,East Gippsland
"1869",572531.287,5893003.204,East Gippsland
"1870",532302.626,5837630.674,East Gippsland
"1871",633097.686,5908136.327,East Gippsland
"1872",729311.191,5837304.890,East Gippsland
"1873",638544.875,5865286.039,East Gippsland
"1874",682202.252,5837987.449,East Gippsland
"1875",674565.705,5876727.836,East Gippsland
"1876",561656.177,5893475.345,East Gippsland
"1877",675824.259,5873552.085,East Gippsland
"1878",575395.323,5865792.723,East Gippsland
"1879",563352.934,5825223.283,East Gippsland
"1880",533361.252,5801568.983,East Gippsland
"1881",533982.604,5836833.455,East Gippsland
"1882",571707.778,5915117.552,East Gippsland
"1883",651939.296,5853055.344,East Gippsland
"1884",605258.519,5872829.688,East Gippsland
"1885",679963.213,5835849.124,East Gippsland
"1886",659182.675,5846972.955,East Gippsland
"1887",636845.956,5865962.608,East Gippsland
"1888",554476.256,5813925.218,East Gippsland
"1889",593114.281,5910164.477,East Gippsland
"1890",688355.870,5833001.261,East Gippsland
"1891",604522.073,5827125.110,East Gippsland
"1892",669761.343,5836164.449,East Gippsland
"1893",720547.088,5863258.553,East Gippsland
"1894",654603.489,5844464.497,East Gippsland
"1895",602241.782,5872110.336,East Gippsland
"1896",577465.943,5803427.916,East Gippsland
"1897",548611.684,5890403.236,East Gippsland
"1898",596945.107,5875081.731,East Gippsland
"1899",550249.608,5915412.285,East Gippsland
"1900",341617.459,5779229.603,Frankston
"1901",336614.617,5776704.687,Frankston
"1902",343050.424,5773517.527,Frankston
"1903",337756.860,5776506.179,Frankston
"1904",345287.113,5782113.168,Frankston
"1905",337393.058,5777531.453,Frankston
"1906",336125.633,5780124.878,Frankston
"1907",341980.234,5783093.278,Frankston
"1908",339942.391,5776011.623,Frankston
"1909",338588.719,5783447.864,Frankston
"1910",336193.646,5782786.566,Frankston
"1911",341028.059,5773623.815,Frankston
"1912",339606.356,5781152.807,Frankston
"1913",337823.821,5779710.267,Frankston
"1914",341724.823,5779099.465,Frankston
"1915",343784.875,5781204.475,Frankston
"1916",337828.321,5782393.414,Frankston
"1917",338263.820,5774530.702,Frankston
"1918",343564.486,5776794.296,Frankston
"1919",342347.996,5771097.403,Frankston
"1920",337864.277,5775956.429,Frankston
"1921",339781.603,5773178.646,Frankston
"1922",337774.939,5782748.585,Frankston
"1923",336970.416,5772854.088,Frankston
"1924",337009.334,5779903.554,Frankston
"1925",336506.820,5781801.166,Frankston
"1926",342434.648,5771777.407,Frankston
"1927",337414.514,5773831.413,Frankston
"1928",342562.370,5773333.087,Frankston
"1929",341525.109,5779021.163,Frankston
"1930",338227.394,5772794.409,Frankston
"1931",333871.374,5774993.335,Frankston
"1932",336935.077,5778604.260,Frankston
"1933",340949.381,5783319.339,Frankston
"1934",341207.673,5771394.426,Frankston
"1935",344173.078,5778259.876,Frankston
"1936",338358.508,5781630.160,Frankston
"1937",341422.593,5771738.547,Frankston
"1938",341596.771,5774436.396,Frankston
"1939",339282.143,5778131.368,Frankston
"1940",335580.713,5777405.008,Frankston
"1941",341509.874,5773912.561,Frankston
"1942",337586.968,5782501.651,Frankston
"1943",337377.235,5780980.417,Frankston
"1944",338597.528,5774230.188,Frankston
"1945",338427.588,5776403.871,Frankston
"1946",336800.698,5779117.610,Frankston
"1947",340277.540,5778451.504,Frankston
"1948",342062.942,5777761.872,Frankston
"1949",334792.525,5773066.423,Frankston
"1950",344138.305,5773517.748,Frankston
"1951",341331.992,5779619.929,Frankston
"1952",342865.274,5783504.176,Frankston
"1953",340514.836,5775907.758,Frankston
"1954",340172.218,5772099.326,Frankston
"1955",334943.886,5775038.495,Frankston
"1956",340298.830,5781641.691,Frankston
"1957",342154.036,5778055.544,Frankston
"1958",338828.615,5776863.054,Frankston
"1959",341236.162,5783905.785,Frankston
"1960",337684.730,5774256.839,Frankston
"1961",335686.144,5777665.520,Frankston
"1962",339534.640,5781587.074,Frankston
"1963",341796.370,5784160.396,Frankston
"1964",338538.688,5780043.399,Frankston
"1965",340202.119,5784624.165,Frankston
"1966",343055.718,5775026.455,Frankston
"1967",336562.422,5783019.991,Frankston
"1968",341781.315,5772208.573,Frankston
"1969",335821.238,5777315.674,Frankston
"1970",338969.702,5772901.653,Frankston
"1971",342143.914,5781273.837,Frankston
"1972",339032.659,5784671.682,Frankston
"1973",341251.030,5777155.046,Frankston
"1974",335576.052,5773022.165,Frankston
"1975",342385.801,5770747.679,Frankston
"1976",344118.955,5774401.486,Frankston
"1977",340135.332,5779990.396,Frankston
"1978",335446.501,5772011.903,Frankston
"1979",336223.045,5772707.115,Frankston
"1980",338743.701,5783911.350,Frankston
"1981",339877.026,5775195.129,Frankston
"1982",337841.996,5776652.901,Frankston
"1983",339324.152,5772849.567,Frankston
"1984",341977.055,5771551.880,Frankston
"1985",336700.121,5770873.346,Frankston
"1986",340862.435,5776571.883,Frankston
"1987",340543.420,5779809.563,Frankston
"1988",343404.223,5770468.862,Frankston
"1989",340308.297,5778675.006,Frankston
"1990",344177.284,5783775.496,Frankston
"1991",342237.482,5775119.051,Frankston
"1992",339530.674,5774175.820,Frankston
"1993",342719.008,5784255.807,Frankston
"1994",335650.965,5775160.556,Frankston
"1995",343231.233,5777255.193,Frankston
"1996",335752.642,5778516.777,Frankston
"1997",343757.441,5780809.729,Frankston
"1998",342105.819,5775857.305,Frankston
"1999",344441.639,5780786.793,Frankston
"2000",205058.218,6063657.473,Gannawarra
"2001",247996.604,6035346.655,Gannawarra
"2002",191844.963,6018894.379,Gannawarra
"2003",182904.078,6027116.462,Gannawarra
"2004",215151.436,6029147.459,Gannawarra
"2005",208894.851,6034652.180,Gannawarra
"2006",190681.193,6056182.994,Gannawarra
"2007",216362.280,6036091.343,Gannawarra
"2008",180378.027,6048775.900,Gannawarra
"2009",254856.139,6024638.012,Gannawarra
"2010",234155.166,6039571.837,Gannawarra
"2011",190953.660,6018615.405,Gannawarra
"2012",192091.368,6037147.446,Gannawarra
"2013",185407.154,6054042.762,Gannawarra
"2014",198053.961,6060871.269,Gannawarra
"2015",223925.537,6024469.466,Gannawarra
"2016",185473.277,6020912.713,Gannawarra
"2017",176190.754,6013876.158,Gannawarra
"2018",192555.571,6036961.405,Gannawarra
"2019",198533.085,6038330.645,Gannawarra
"2020",209190.549,6054293.011,Gannawarra
"2021",198349.501,6054817.898,Gannawarra
"2022",202053.189,6018603.311,Gannawarra
"2023",233993.692,6020707.307,Gannawarra
"2024",200070.928,6034514.161,Gannawarra
"2025",175396.347,6029213.354,Gannawarra
"2026",192593.218,6021151.027,Gannawarra
"2027",176014.996,6026260.954,Gannawarra
"2028",185537.243,6038916.433,Gannawarra
"2029",223819.581,6032936.888,Gannawarra
"2030",223686.758,6030987.753,Gannawarra
"2031",236440.677,6035490.648,Gannawarra
"2032",210672.295,6037755.218,Gannawarra
"2033",231572.671,6029363.013,Gannawarra
"2034",192461.632,6048125.125,Gannawarra
"2035",249589.261,6034082.109,Gannawarra
"2036",181566.299,6054055.993,Gannawarra
"2037",247238.935,6045988.551,Gannawarra
"2038",201016.301,6059353.195,Gannawarra
"2039",222838.371,6025770.322,Gannawarra
"2040",228367.432,6030977.497,Gannawarra
"2041",219836.121,6026123.846,Gannawarra
"2042",249871.906,6040814.861,Gannawarra
"2043",186425.516,6014960.476,Gannawarra
"2044",210974.350,6038230.635,Gannawarra
"2045",241095.804,6020181.893,Gannawarra
"2046",175687.544,6019979.278,Gannawarra
"2047",208493.256,6037106.659,Gannawarra
"2048",224796.360,6053931.502,Gannawarra
"2049",215329.235,6043989.150,Gannawarra
"2050",206815.183,6040522.188,Gannawarra
"2051",215484.368,6033688.076,Gannawarra
"2052",243189.828,6035978.870,Gannawarra
"2053",215412.802,6032157.913,Gannawarra
"2054",211315.073,6070368.594,Gannawarra
"2055",193766.933,6021203.825,Gannawarra
"2056",210882.083,6058258.151,Gannawarra
"2057",219004.693,6060932.009,Gannawarra
"2058",181862.173,6050805.011,Gannawarra
"2059",247565.755,6026376.886,Gannawarra
"2060",197367.462,6036405.777,Gannawarra
"2061",175160.701,6039186.779,Gannawarra
"2062",236083.944,6042715.003,Gannawarra
"2063",191225.766,6050417.136,Gannawarra
"2064",218071.213,6065148.075,Gannawarra
"2065",222028.525,6061749.687,Gannawarra
"2066",181127.707,6037060.354,Gannawarra
"2067",237406.619,6051898.369,Gannawarra
"2068",173005.459,6056570.999,Gannawarra
"2069",265741.247,6025711.437,Gannawarra
"2070",195049.717,6028363.302,Gannawarra
"2071",231227.311,6024863.084,Gannawarra
"2072",236346.552,6040521.511,Gannawarra
"2073",213463.836,6056385.461,Gannawarra
"2074",201690.556,6042185.967,Gannawarra
"2075",190156.559,6056577.645,Gannawarra
"2076",253079.923,6025292.209,Gannawarra
"2077",179707.264,6022911.230,Gannawarra
"2078",209082.754,6060611.429,Gannawarra
"2079",209294.113,6052100.955,Gannawarra
"2080",232343.005,6020559.702,Gannawarra
"2081",188269.022,6054152.842,Gannawarra
"2082",239457.182,6041000.355,Gannawarra
"2083",185955.609,6036344.568,Gannawarra
"2084",166224.299,6051331.696,Gannawarra
"2085",251704.392,6034260.304,Gannawarra
"2086",182003.719,6017504.995,Gannawarra
"2087",259283.403,6031182.208,Gannawarra
"2088",260146.450,6036832.277,Gannawarra
"2089",177024.371,6010683.306,Gannawarra
"2090",232259.539,6021127.220,Gannawarra
"2091",211153.082,6022233.379,Gannawarra
"2092",204113.222,6061837.131,Gannawarra
"2093",240474.356,6025135.069,Gannawarra
"2094",206180.883,6056992.895,Gannawarra
"2095",235733.071,6040290.329,Gannawarra
"2096",190552.006,6016277.511,Gannawarra
"2097",184326.724,6037435.563,Gannawarra
"2098",206714.810,6023361.992,Gannawarra
"2099",193693.095,6035029.627,Gannawarra
"2100",330720.060,5802784.888,Glen Eira
"2101",326105.036,5804254.798,Glen Eira
"2102",329450.435,5801539.567,Glen Eira
"2103",326759.200,5803882.536,Glen Eira
"2104",330972.468,5804765.659,Glen Eira
"2105",328670.216,5800104.749,Glen Eira
"2106",328127.940,5799761.413,Glen Eira
"2107",328104.390,5805596.881,Glen Eira
"2108",329127.285,5802892.534,Glen Eira
"2109",325057.692,5807738.005,Glen Eira
"2110",328381.449,5802341.084,Glen Eira
"2111",324427.677,5804606.763,Glen Eira
"2112",325626.928,5804687.659,Glen Eira
"2113",328042.715,5804438.775,Glen Eira
"2114",325263.429,5807645.608,Glen Eira
"2115",326075.671,5803480.375,Glen Eira
"2116",327931.760,5801140.460,Glen Eira
"2117",327230.537,5806362.649,Glen Eira
"2118",329782.995,5802544.169,Glen Eira
"2119",324111.131,5805733.221,Glen Eira
"2120",327732.000,5802194.660,Glen Eira
"2121",328693.261,5804979.832,Glen Eira
"2122",324699.887,5805559.408,Glen Eira
"2123",325654.871,5807143.407,Glen Eira
"2124",330431.470,5804603.098,Glen Eira
"2125",324662.859,5804399.566,Glen Eira
"2126",326879.271,5800821.787,Glen Eira
"2127",325775.434,5806645.128,Glen Eira
"2128",329064.204,5801182.011,Glen Eira
"2129",329001.095,5800918.646,Glen Eira
"2130",329341.315,5802914.722,Glen Eira
"2131",329156.132,5804048.854,Glen Eira
"2132",330314.232,5804349.617,Glen Eira
"2133",324836.661,5803661.315,Glen Eira
"2134",326577.598,5802242.059,Glen Eira
"2135",327132.373,5804456.509,Glen Eira
"2136",330493.545,5802730.437,Glen Eira
"2137",329710.010,5803701.412,Glen Eira
"2138",328090.695,5804591.413,Glen Eira
"2139",329904.084,5802869.132,Glen Eira
"2140",327159.471,5803452.840,Glen Eira
"2141",328997.237,5800838.155,Glen Eira
"2142",328461.230,5801544.093,Glen Eira
"2143",328229.117,5803870.737,Glen Eira
"2144",328369.379,5802250.156,Glen Eira
"2145",327762.439,5804068.145,Glen Eira
"2146",326856.366,5805211.528,Glen Eira
"2147",329070.990,5799896.847,Glen Eira
"2148",325404.076,5805148.661,Glen Eira
"2149",327682.497,5805472.381,Glen Eira
"2150",330550.911,5800019.425,Glen Eira
"2151",326515.986,5806036.031,Glen Eira
"2152",325867.841,5804813.926,Glen Eira
"2153",329749.569,5804118.071,Glen Eira
"2154",329359.806,5803610.678,Glen Eira
"2155",328132.263,5800705.324,Glen Eira
"2156",329265.981,5802970.024,Glen Eira
"2157",330856.804,5800037.378,Glen Eira
"2158",325175.171,5805963.757,Glen Eira
"2159",329508.943,5803857.823,Glen Eira
"2160",328073.116,5804910.282,Glen Eira
"2161",327754.344,5801100.826,Glen Eira
"2162",330751.164,5802059.883,Glen Eira
"2163",329930.487,5801886.226,Glen Eira
"2164",324414.296,5805999.320,Glen Eira
"2165",324051.439,5805069.372,Glen Eira
"2166",329813.241,5803876.695,Glen Eira
"2167",325629.866,5806998.351,Glen Eira
"2168",326767.168,5805038.914,Glen Eira
"2169",326130.181,5805829.522,Glen Eira
"2170",327728.543,5800248.305,Glen Eira
"2171",328865.622,5803856.732,Glen Eira
"2172",326962.168,5805550.340,Glen Eira
"2173",329315.408,5799702.335,Glen Eira
"2174",327591.199,5802710.035,Glen Eira
"2175",330412.793,5803294.291,Glen Eira
"2176",326960.640,5804832.283,Glen Eira
"2177",327708.512,5799759.652,Glen Eira
"2178",327004.376,5805465.966,Glen Eira
"2179",330269.248,5801985.865,Glen Eira
"2180",326092.610,5806921.156,Glen Eira
"2181",327418.122,5805698.662,Glen Eira
"2182",324730.745,5804826.188,Glen Eira
"2183",324953.172,5806730.059,Glen Eira
"2184",327015.601,5800961.655,Glen Eira
"2185",331556.234,5802462.271,Glen Eira
"2186",331223.054,5800666.314,Glen Eira
"2187",327338.448,5804947.736,Glen Eira
"2188",327582.539,5804289.473,Glen Eira
"2189",329999.135,5799659.048,Glen Eira
"2190",325486.481,5803878.655,Glen Eira
"2191",329418.943,5803705.591,Glen Eira
"2192",328710.927,5799721.001,Glen Eira
"2193",330200.962,5799998.477,Glen Eira
"2194",330631.193,5800679.566,Glen Eira
"2195",324827.261,5804729.284,Glen Eira
"2196",327210.548,5805228.399,Glen Eira
"2197",325060.923,5804702.503,Glen Eira
"2198",325835.859,5804574.278,Glen Eira
"2199",326078.446,5806710.809,Glen Eira
"2200",-27655.322,5779921.649,Glenelg
"2201",-22957.188,5812277.739,Glenelg
"2202",19720.419,5791443.308,Glenelg
"2203",5882.897,5826983.365,Glenelg
"2204",-14727.971,5839880.626,Glenelg
"2205",2498.236,5786287.820,Glenelg
"2206",-3446.439,5781240.206,Glenelg
"2207",-29682.688,5782887.685,Glenelg
"2208",29811.816,5770376.092,Glenelg
"2209",22049.500,5780920.118,Glenelg
"2210",-19224.410,5839537.972,Glenelg
"2211",7443.626,5782832.350,Glenelg
"2212",-10694.525,5804644.335,Glenelg
"2213",14594.875,5815996.287,Glenelg
"2214",30186.797,5806555.888,Glenelg
"2215",3255.866,5800162.839,Glenelg
"2216",-17317.142,5782551.156,Glenelg
